guild_id,message_id,user_id,emoji,timestamp
1399126688943570974,1440968553770520576,1316778370494759003,😂,2025-11-20T07:35:36.591162
1399126688943570974,1440968723245699155,1316778370494759003,<a:nekocat_pat:956695969263648768>,2025-11-20T07:35:38.447809
1399126688943570974,1440969572080549919,1316778370494759003,😂,2025-11-20T07:38:48.044512
1399126688943570974,1440970385356099616,1316778370494759003,😂,2025-11-20T07:41:59.217315
1399126688943570974,1440970385356099616,355893293772570625,😂,2025-11-20T07:42:06.074728
